Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,722000,63000,5,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,764000,18000,5,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,730000,52000,5,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,723000,57000,5,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,845000,35000,4,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,939000,30000,3,Chennai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,741000,42000,5,Chennai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,990000,14000,2,Chennai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,720000,70000,5,Delhi
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,891000,20000,3,Delhi
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,915000,35000,3,Gurgaon
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,723000,53080,5,Faridabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,707000,100000,5,Delhi
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,746000,24000,5,Delhi
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,734000,30000,5,Gurgaon
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,806000,89000,4,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,925000,33000,3,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,840000,28000,4,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,894000,56000,3,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,990000,11706,2,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,822000,56000,4,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,833000,26000,4,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,924000,105000,2,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,888000,73000,3,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,735000,46374,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,728000,59296,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,751000,7125,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,740000,32000,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,834000,23218,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,852000,9200,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,843000,20000,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,922000,22744,3,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,929000,21930,3,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,857000,9000,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,723000,64318,5,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,760000,14767,5,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,725000,52321,5,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,735000,40677,5,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,830000,36000,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,916000,20106,3,Thane
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,993000,15000,2,Thane
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,775000,15321,5,Thane
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,726000,50000,5,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,721000,51000,5,Pune
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,753000,15800,5,Pune
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,831000,45811,4,Bangalore
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,989000,27982,2,Hyderabad
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,743000,28000,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,775000,7012,5,Kolkata
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,730000,37000,5,Kharagpur
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,839000,23227,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,841000,9245,4,Mumbai
Maruti Suzuki,Ertiga,ZXi[2018-2022],Manual,Petrol,734000,38538,5,Mumbai
Maruti Suzuki,Swift DZire,ZXI[2011-2015],Manual,Petrol,461000,69465,9,Mumbai
Maruti Suzuki,Swift DZire,ZXI[2011-2015],Manual,Petrol,431000,47496,10,Mumbai
Maruti Suzuki,Swift DZire,ZXI[2011-2015],Manual,Petrol,449000,51023,8,Pune
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,936000,32000,2,Ahmedabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,959000,13425,2,Ahmedabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,503000,79547,5,Ahmedabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,787000,4950,1,Ahmedabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,938000,32466,3,Bangalore
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,830000,58760,4,Bangalore
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,849000,37310,4,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,577000,35000,5,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,521000,42404,6,Bangalore
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,854000,32000,4,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,531000,24000,6,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,352000,56168,10,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,536000,15000,6,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,565000,54592,5,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,528000,29716,6,Bangalore
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,942000,28000,3,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,519000,45000,6,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,561000,61500,5,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,760000,42000,2,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,437000,29000,8,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,688000,46000,3,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,520000,43000,6,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,478000,46000,6,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,531000,28000,5,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,714000,7500,2,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,418000,85409,7,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,421000,81500,7,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,354000,57000,9,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,779000,18000,1,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,385000,68264,8,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,464000,74000,6,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,788000,12000,1,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,722000,6000,2,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,379000,75077,9,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,773000,25000,2,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,708000,18586,3,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,364000,24129,10,Delhi
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,921000,49745,3,Delhi
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,933000,38000,3,Delhi
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,848000,38000,3,Kolkata
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,942000,28399,3,Delhi
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,959000,11260,3,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,394000,44359,8,Ghaziabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,486000,29182,6,Ghaziabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,331000,32700,10,Ghaziabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,762000,51000,4,Ghaziabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,463000,72000,6,Gurgaon
Maruti Suzuki,Swift,ZXi,Manual,Petrol,706000,22000,3,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,503000,75000,6,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,503000,75000,6,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1050000,12000,1,Gurgaon
Maruti Suzuki,Swift,ZXi,Manual,Petrol,709000,23276,2,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,500000,90000,5,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,836000,50000,3,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,446000,106179,6,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,908000,66023,2,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,738000,79000,4,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,526000,44247,5,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1040000,22737,1,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,766000,35000,1,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,927000,42785,2,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,711000,15000,2,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,478000,40000,6,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,710000,16000,2,Hyderabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,457000,80000,6,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,844000,41413,3,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,722000,1600,2,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,720000,1600,2,Kolkata
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,934000,34022,2,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,577000,38000,4,Kolkata
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,867000,16882,3,Kolkata
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,752000,67127,4,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,483000,35213,6,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,723000,6790,2,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,544000,11201,5,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,343000,98000,9,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,791000,5400,1,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,787000,7811,2,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,526000,33000,6,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,399000,26000,9,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,480000,30638,7,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,394000,37700,9,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,748000,57000,2,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,951000,18886,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,939000,31284,3,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,709000,17232,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,944000,26202,3,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,535000,16000,6,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,511000,61000,6,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,952000,18273,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,874000,9902,4,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,508000,65533,5,Thane
Maruti Suzuki,Swift,ZXi,Manual,Petrol,775000,24797,1,Thane
Maruti Suzuki,Swift,ZXi,Manual,Petrol,395000,49769,8,Thane
Maruti Suzuki,Swift,ZXi,Manual,Petrol,713000,10542,2,Thane
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1060000,9111,1,Thane
Maruti Suzuki,Swift,ZXi,Manual,Petrol,716000,12950,2,Navi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,556000,69999,4,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,784000,11000,1,Pune
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,860000,26000,3,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,641000,31000,3,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,784000,15262,1,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,507000,70724,5,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,644000,17640,3,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,385000,62000,8,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,865000,9999,0,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,476000,50000,6,Pune
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,848000,40500,3,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,350000,61000,9,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,583000,25000,4,Pune
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,855000,37000,3,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,623000,53635,3,Ahmedabad
Maruti Suzuki,Swift,ZXi,Manual,Petrol,691000,38909,2,Ahmedabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,959000,12267,2,Ahmedabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,955000,14165,2,Ahmedabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,830000,58782,4,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,515000,53293,6,Bangalore
Maruti Suzuki,Swift,ZXi,Manual,Petrol,773000,24626,2,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,571000,43834,5,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,463000,63367,7,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,461000,68287,7,Delhi
Maruti Suzuki,Swift,ZXi,Manual,Petrol,518000,56000,5,Chandigarh
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1060000,6000,1,Ludhiana
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,944000,24200,2,Meerut
Maruti Suzuki,Swift,ZXi,Manual,Petrol,431000,51023,7,Chennai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,431000,57560,7,Hyderabad
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,851000,33743,3,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,366000,34000,9,Kolkata
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1040000,25000,1,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,485000,34883,6,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,358000,42586,9,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,645000,18000,3,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,501000,85000,5,Kolkata
Maruti Suzuki,Swift,ZXi,Manual,Petrol,694000,37881,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,928000,43000,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,936000,34602,3,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,857000,29000,4,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,569000,56308,4,Pune
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,774000,39121,4,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,384000,64434,8,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,374000,90000,8,Pune
Maruti Suzuki,Swift,ZXi,Manual,Petrol,344000,79000,9,Pune
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,548000,26009,2,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,548000,30000,2,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,376000,55000,6,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,375000,55000,6,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,289000,51000,9,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,344000,48000,7,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,408000,58000,5,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,405000,62000,5,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,286000,77767,9,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,550000,16098,2,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,282000,80000,9,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,420000,13900,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,369000,58000,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,405000,50855,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,456000,21185,5,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,540000,31831,3,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,321000,20453,9,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,490000,38760,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,501000,17290,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,348000,113666,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,546000,20405,3,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,316000,36945,9,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,480000,60000,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,381000,25000,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,388000,93813,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,380000,115186,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,484000,51693,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,379000,30005,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,418000,19171,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,377000,35997,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,315000,39768,9,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,413000,32000,6,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,379000,32000,6,Ghaziabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,379000,29000,7,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,379000,29000,7,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,507000,5000,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,545000,22000,3,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,483000,54000,4,Bangalore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,316000,48000,8,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,328000,92000,7,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,340000,75000,7,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,383000,39297,6,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,440000,67924,4,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,500000,31540,3,Chandigarh
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,418000,37207,5,Panchkula
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,378000,41000,6,Panchkula
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,409000,41000,6,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,537000,42000,2,Ludhiana
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,363000,88000,6,Mohali
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,344000,46000,7,Mohali
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,552000,9900,2,Mohali
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,502000,20000,3,Mohali
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,318000,51337,8,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,342000,50200,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,554000,16952,2,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,550000,12848,2,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,551000,12807,2,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,339000,53631,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,348000,39000,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,345000,39000,7,Faridabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,337000,66277,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,336000,89000,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,312000,50000,8,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,320000,50000,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,350000,34423,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,450000,36000,4,Coimbatore
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,318000,37702,8,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,337000,67000,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,294000,37000,9,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,410000,49000,5,Pune
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,345000,41700,7,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,282000,65000,10,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,439000,61000,5,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,406000,50000,6,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,352000,35976,7,Noida
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,341000,53000,7,Noida
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,371000,57000,6,Faridabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,294000,109257,9,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,433000,74146,5,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,456000,21135,5,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,322000,103552,8,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,342000,44100,8,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,355000,6479,8,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,330000,80000,8,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,400000,64500,6,Delhi
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,373000,57081,6,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,337000,82997,7,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,355000,20796,7,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,508000,15200,3,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,274000,110000,9,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,315000,61000,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,306000,73000,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,446000,58000,4,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,481000,58000,4,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,419000,29000,5,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,420000,29000,5,Pune
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,339000,66845,7,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,412000,46492,5,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,400000,69332,5,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,402000,68070,5,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,310000,60789,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,377000,39085,6,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,280000,75112,9,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,371000,57032,6,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,505000,22245,3,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,394000,94000,5,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,303000,85000,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,369000,70000,6,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,552000,19296,2,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,376000,42000,6,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,450000,35757,4,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,414000,42000,5,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,447000,42000,5,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,546000,22100,2,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,418000,24000,5,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,316000,58000,8,Kolkata
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,338000,57710,8,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,457000,20000,5,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,413000,30872,6,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,374000,43000,7,Mumbai
