Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1510000,55000,6,Surat
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1620000,76000,6,Bangalore
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1500000,61000,6,Chennai
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1550000,34000,6,Hyderabad
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1690000,37365,6,Mumbai
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1640000,70000,6,Mumbai
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1530000,38000,6,Pune
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1850000,37584,6,Mumbai
Skoda,Octavia,RS[2017-2021],Automatic,Petrol,1830000,70000,6,Mumbai
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,562000,46360,7,Bangalore
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,613000,43285,6,Bangalore
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,510000,75293,7,Chennai
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,518000,61500,7,Chennai
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,503000,77000,7,Gurgaon
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,518000,59000,7,Hyderabad
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,686000,12000,4,Kolkata
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,541000,87788,7,Mumbai
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,555000,30000,7,Chandigarh
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,555000,39423,7,Kolkata
Maruti Suzuki,Baleno,RS 1.0,Manual,Petrol,719000,12000,4,Kolkata
Honda,Mobilio,RS Diesel,Manual,Diesel,466000,41256,9,Kolkata
Honda,Mobilio,RS Diesel,Manual,Diesel,468000,41275,9,Kolkata
Honda,Mobilio,RS(O) Diesel,Manual,Diesel,438000,61000,10,Ahmedabad
Honda,Mobilio,RS(O) Diesel,Manual,Diesel,522000,65000,9,Bangalore
Honda,Mobilio,RS(O) Diesel,Manual,Diesel,481000,66000,9,Kolkata
Ssangyong,Rexton,RX6,Manual,Diesel,1340000,56000,6,Delhi
Ssangyong,Rexton,RX6,Manual,Diesel,1110000,140000,7,Delhi
Ssangyong,Rexton,RX6,Manual,Diesel,890000,85000,10,Mumbai
Ssangyong,Rexton,RX7,Automatic,Diesel,918000,110000,10,Delhi
Ssangyong,Rexton,RX7,Automatic,Diesel,464000,550000,10,Mumbai
Ssangyong,Rexton,RX7,Automatic,Diesel,950000,79200,10,Mumbai
Renault,Kiger,RXE,Manual,Petrol,570000,13000,1,Ahmedabad
Renault,Triber,RXE,Manual,Petrol,464000,24117,4,Mumbai
Renault,Captur,RXE Diesel,Manual,Diesel,530000,71567,6,Chennai
Renault,Captur,RXE Diesel,Manual,Diesel,536000,60000,6,Chennai
Renault,Captur,RXE Diesel,Manual,Diesel,544000,59000,6,Chennai
Renault,Captur,RXE Petrol,Manual,Petrol,593000,48000,5,Ahmedabad
Renault,Triber,RXL,Manual,Petrol,534000,14315,3,Ahmedabad
Renault,Triber,RXL,Manual,Petrol,531000,15540,3,Ahmedabad
Renault,Kwid,RXL,Manual,Petrol,251000,29223,7,Ahmedabad
Renault,Kwid,RXL,Manual,Petrol,240000,62303,7,Bangalore
Renault,Kwid,RXL,Manual,Petrol,330000,35000,5,Bangalore
Renault,Triber,RXL,Manual,Petrol,516000,42500,4,Bangalore
Renault,Kwid,RXL,Manual,Petrol,325000,55000,5,Bangalore
Renault,Triber,RXL,Manual,Petrol,469000,40856,4,Chennai
Renault,Kiger,RXL,Manual,Petrol,515000,15209,3,Chennai
Renault,Triber,RXL,Manual,Petrol,534000,19000,3,Chennai
Renault,Kwid,RXL,Manual,Petrol,313000,26000,5,Delhi
Renault,Triber,RXL,Manual,Petrol,518000,37731,4,Delhi
Renault,Triber,RXL,Manual,Petrol,512000,49000,4,Delhi
Renault,Triber,RXL,Manual,Petrol,520000,34000,4,Delhi
Renault,Triber,RXL,Manual,Petrol,555000,62532,3,Delhi
Renault,Triber,RXL,Manual,Petrol,530000,20000,3,Noida
Renault,Triber,RXL,Manual,Petrol,474000,33239,5,Delhi
Renault,Triber,RXL,Manual,Petrol,474000,33392,5,Delhi
Renault,Triber,RXL,Manual,Petrol,480000,21595,5,Delhi
Renault,Triber,RXL,Manual,Petrol,520000,35000,4,Delhi
Renault,Kiger,RXL,Manual,Petrol,543000,55000,3,Delhi
Renault,Kwid,RXL,Manual,Petrol,296000,50000,5,Delhi
Renault,Triber,RXL,Manual,Petrol,568000,42068,2,Hyderabad
Renault,Kiger,RXL,Manual,Petrol,509000,31548,3,Hyderabad
Renault,Triber,RXL,Manual,Petrol,420000,61213,5,Hyderabad
Renault,Triber,RXL,Manual,Petrol,505000,62517,3,Hyderabad
Renault,Kwid,RXL,Manual,Petrol,375000,33300,3,Hyderabad
Renault,Triber,RXL,Manual,Petrol,519000,38000,3,Kolkata
Renault,Triber,RXL,Manual,Petrol,591000,4000,2,Kolkata
Renault,Triber,RXL,Manual,Petrol,582000,16007,3,Mumbai
Renault,Triber,RXL,Manual,Petrol,566000,43840,3,Mumbai
Renault,Triber,RXL,Manual,Petrol,576000,26637,3,Mumbai
Renault,Triber,RXL,Manual,Petrol,590000,9550,2,Badlapur
Renault,Kiger,RXL,Manual,Petrol,548000,46060,3,Mumbai
Renault,Kiger,RXL,Manual,Petrol,551000,40000,3,Mumbai
Renault,Kwid,RXL,Manual,Petrol,312000,13397,4,Pune
Renault,Triber,RXL,Manual,Petrol,648000,6000,1,Pune
Renault,Triber,RXL,Manual,Petrol,562000,59000,2,Pune
Renault,Triber,RXL,Manual,Petrol,516000,40000,3,Pune
Renault,Triber,RXL,Manual,Petrol,535000,16000,3,Pune
Renault,Kwid,RXL,Manual,Petrol,348000,10000,5,Pune
Renault,Kwid,RXL,Manual,Petrol,255000,30823,7,Hyderabad
Renault,Triber,RXL,Manual,Petrol,648000,10300,1,Kolkata
Renault,Kwid,RXL,Manual,Petrol,433000,47000,4,Kolkata
Renault,Kwid,RXL,Manual,Petrol,387000,21600,3,Kolkata
Renault,Kwid,RXL,Manual,Petrol,440000,9800,4,Mumbai
Renault,Kwid,RXL,Manual,Petrol,505000,4744,2,Mumbai
Renault,Kiger,RXL,Manual,Petrol,557000,31000,3,Mumbai
Renault,Triber,RXL,Manual,Petrol,593000,690,2,Pune
Renault,Triber,RXL,Manual,Petrol,583000,23133,2,Pune
Renault,Triber,RXL,Manual,Petrol,593000,8260,2,Pune
Renault,Kwid,RXL,Manual,Petrol,476000,10722,2,Pune
Renault,Kwid,RXL,Manual,Petrol,337000,26256,5,Pune
Renault,Kwid,RXL,Manual,Petrol,503000,50000,1,Pune
Renault,Kwid,RXL Edition[2015-2019],Manual,Petrol,232000,24000,6,Delhi
Renault,Kwid,RXL Edition[2015-2019],Manual,Petrol,421000,8000,4,Mumbai
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,501000,48886,7,Bangalore
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,510000,31958,7,Bangalore
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,380000,43197,10,Delhi
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,512000,29000,7,Delhi
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,458000,42775,7,Kolkata
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,373000,60043,10,Mumbai
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,407000,67300,8,Pune
Renault,Duster,RXL Petrol[2016-2019],Manual,Petrol,493000,42775,7,Kolkata
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,575000,39708,6,Ahmedabad
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,638000,27000,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,557000,67362,7,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,580000,27479,7,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,611000,69110,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,616000,60551,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,634000,34000,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,637000,29311,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,635000,31875,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,633000,35500,6,Bangalore
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,561000,61852,6,Chennai
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,610000,70000,6,Delhi
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,572000,42000,7,Delhi
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,647000,32170,6,Mumbai
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,634000,31113,7,Mumbai
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,649000,25000,6,Mumbai
Renault,Duster,RXS CVT[2016-2019],Automatic (CVT),Petrol,615000,90735,6,Pune
Renault,Duster,RXS Opt CVT[2019-2020],Automatic (CVT),Petrol,701000,27635,5,Bangalore
Renault,Duster,RXS Opt CVT[2019-2020],Automatic (CVT),Petrol,704000,23298,5,Bangalore
Renault,Duster,RXS Opt CVT[2019-2020],Automatic (CVT),Petrol,761000,25864,5,Delhi
Renault,Duster,RXS Opt CVT[2019-2020],Automatic (CVT),Petrol,760000,26958,5,Mumbai
Renault,Duster,RXS Opt CVT[2019-2020],Automatic (CVT),Petrol,759000,49000,5,Mumbai
Renault,Duster,RXS Petrol,Manual,Petrol,626000,26000,5,Pune
Renault,Triber,RXT,Manual,Petrol,654000,12000,2,Ahmedabad
Renault,Triber,RXT,Manual,Petrol,587000,25779,4,Bangalore
Renault,Triber,RXT,Manual,Petrol,538000,25779,4,Mysore
Renault,Triber,RXT,Manual,Petrol,647000,23000,3,Bangalore
Renault,Triber,RXT,Manual,Petrol,586000,30000,3,Chennai
Renault,Triber,RXT,Manual,Petrol,539000,23628,4,Coimbatore
Renault,Triber,RXT,Manual,Petrol,535000,32197,4,Chennai
Renault,Triber,RXT,Manual,Petrol,569000,60402,3,Chennai
Renault,Triber,RXT,Manual,Petrol,638000,38132,2,Chennai
Renault,Triber,RXT,Manual,Petrol,486000,28000,5,Chennai
Renault,Triber,RXT,Manual,Petrol,586000,27000,4,Delhi
Renault,Triber,RXT,Manual,Petrol,656000,15323,2,Ghaziabad
Renault,Triber,RXT,Manual,Petrol,527000,40000,5,Delhi
Renault,Triber,RXT,Manual,Petrol,484000,40000,5,Kolkata
Renault,Triber,RXT,Manual,Petrol,645000,29617,2,Hyderabad
Renault,Triber,RXT,Manual,Petrol,578000,40722,3,Hyderabad
Renault,Triber,RXT,Manual,Petrol,524000,45777,4,Hyderabad
Renault,Triber,RXT,Manual,Petrol,523000,50000,4,Hyderabad
Renault,Triber,RXT,Manual,Petrol,594000,26000,3,Hyderabad
Renault,Triber,RXT,Manual,Petrol,485000,32469,5,Kolkata
Renault,Triber,RXT,Manual,Petrol,729000,1200,1,Kolkata
Renault,Triber,RXT,Manual,Petrol,726000,6300,1,Kolkata
Renault,Triber,RXT,Manual,Petrol,722000,6200,1,Kolkata
Renault,Triber,RXT,Manual,Petrol,588000,24724,4,Mumbai
Renault,Triber,RXT,Manual,Petrol,657000,11750,2,Thane
Renault,Triber,RXT,Manual,Petrol,526000,47702,4,Pune
Renault,Triber,RXT,Manual,Petrol,574000,48000,4,Delhi
Renault,Triber,RXT,Manual,Petrol,662000,5610,2,Kolkata
Renault,Triber,RXT,Manual,Petrol,535000,28000,4,Kolkata
Renault,Triber,RXT,Manual,Petrol,494000,17602,5,Pune
Renault,Triber,RXT,Manual,Petrol,527000,40325,4,Pune
Renault,Triber,RXT,Manual,Petrol,635000,42230,2,Pune
Renault,Triber,RXT,Manual,Petrol,634000,43650,2,Pune
Renault,Kiger,RXT (O) AMT[2021-2022],Automatic (AMT),Petrol,706000,6000,2,Ahmedabad
Renault,Kiger,RXT (O) AMT[2021-2022],Automatic (AMT),Petrol,694000,20000,2,Kolkata
Renault,Kiger,RXT (O) MT[2021-2022],Manual,Petrol,721000,5300,1,Hyderabad
Renault,Kiger,RXT (O) MT[2021-2022],Manual,Petrol,685000,9000,2,Kolkata
Renault,Kiger,RXT (O) MT[2021-2022],Manual,Petrol,682000,27000,2,Pune
Renault,Kiger,RXT (O) MT[2021-2022],Manual,Petrol,683000,15000,2,Pune
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,473000,12000,2,Ahmedabad
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,469000,12000,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,519000,4694,1,Hyderabad
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,510000,18000,1,Hyderabad
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,466000,16327,2,Hyderabad
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,516000,13000,1,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,468000,4500,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,519000,7825,1,Thane
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,469000,4277,2,Pune
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,486000,12156,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,491000,12000,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,489000,20000,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,488000,2600,2,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,539000,6255,1,Kolkata
Renault,Kwid,RXT 1.0[2022-2023],Manual,Petrol,489000,4277,2,Pune
Renault,Kwid,RXT 1.0 (O)[2019-2022],Manual,Petrol,432000,25000,3,Delhi
Renault,Kwid,RXT 1.0 AMT (O)[2019-2022],Automatic (AMT),Petrol,475000,6000,3,Mumbai
Renault,Kwid,RXT 1.0 AMT Opt [2020-2021][2019-2022],Automatic (AMT),Petrol,455000,5500,3,Delhi
Renault,Kwid,RXT 1.0 AMT Opt [2020-2021][2019-2022],Automatic (AMT),Petrol,455000,5300,3,Mumbai
Renault,Kiger,RXT 1.0 Turbo MT[2021-2022],Manual,Petrol,717000,19316,2,Chennai
Renault,Kwid,RXT 1.0 [2023-2024],Manual,Petrol,532000,19000,1,Pune
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,683000,18445,3,Bangalore
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,682000,20000,3,Delhi
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,624000,20450,3,Kolkata
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,676000,29374,3,Mumbai
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,682000,21000,3,Mumbai
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,620000,27277,3,Thane
Renault,Kiger,RXT AMT,Automatic (AMT),Petrol,681000,22000,3,Mumbai
Renault,Captur,RXT Diesel Dual Tone[2017-2019],Manual,Diesel,711000,62800,6,Bangalore
Renault,Captur,RXT Diesel Dual Tone[2017-2019],Manual,Diesel,642000,68232,6,Kolkata
Renault,Captur,RXT Diesel Dual Tone,Manual,Diesel,710000,68232,6,Kolkata
Renault,Kwid,RXT Edition[2015-2019],Manual,Petrol,230000,20800,7,Mumbai
Renault,Kiger,RXT MT,Manual,Petrol,652000,10755,2,Ghaziabad
Renault,Kiger,RXT MT,Manual,Petrol,635000,31000,2,Faridabad
Renault,Kiger,RXT MT,Manual,Petrol,645000,12000,3,Delhi
Renault,Kiger,RXT MT,Manual,Petrol,558000,60614,3,Hyderabad
Renault,Kiger,RXT MT,Manual,Petrol,559000,60000,3,Kolkata
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,277000,12536,5,Chandigarh
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,278000,30000,5,Chennai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,281000,24638,5,Coimbatore
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,329000,13568,5,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,310000,22924,5,Mumbai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,295000,19877,5,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,297000,14743,5,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,206000,37313,8,Bangalore
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,235000,25128,6,Chennai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,253000,22181,6,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,194000,40000,8,Gurgaon
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,208000,29000,8,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,190000,26000,9,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,276000,38494,4,Hyderabad
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,227000,40000,6,Kolkata
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,190000,55000,8,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,213000,40200,7,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,478000,26234,3,Bangalore
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,445000,52957,4,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,447000,12381,4,Delhi
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,248000,25128,6,Chennai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,253000,11000,6,Kolkata
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,234000,30279,8,Mumbai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,446000,26167,4,Mumbai
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,431000,11122,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,434000,9693,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,445000,6725,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,429000,32748,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,439000,5398,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,429000,22120,3,Pune
Renault,Kwid,RXT Opt [2015-2019][2015-2019],Manual,Petrol,432000,22171,3,Pune
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,267000,52000,4,Ahmedabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,207000,27822,7,Ahmedabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,302000,20267,3,Ahmedabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,291000,42360,3,Ahmedabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,38521,8,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,181000,36803,9,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,195000,56500,8,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,197000,49750,8,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,200000,33600,8,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,195000,60000,8,Bangalore
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,165000,72543,9,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,251000,52879,5,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,296000,26024,3,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,182000,53000,8,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,186000,32832,8,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,200000,33324,8,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,195000,58958,8,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,253000,42943,5,Gurgaon
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,168000,55303,9,Noida
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,40000,8,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,37000,8,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,197000,47000,8,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,187000,56468,8,Hyderabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,219000,60000,6,Hyderabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,187000,41826,8,Hyderabad
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,186000,56000,8,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,277000,4478,4,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,299000,29887,3,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,37564,8,Mumbai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,38000,8,Mumbai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,203000,33900,7,Pune
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,276000,66768,5,Delhi
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,201000,50000,8,Chandigarh
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,176000,72543,9,Chennai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,198000,34108,8,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,287000,13648,4,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,286000,4478,4,Kolkata
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,248000,30322,7,Mumbai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,226000,26172,8,Mumbai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,247000,37515,7,Mumbai
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,199000,42000,8,Pune
Renault,Kwid,RXT [2015-2019][2015-2019],Manual,Petrol,224000,33900,7,Pune
Renault,Triber,RXZ,Manual,Petrol,692000,34000,2,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,682000,47400,2,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,709000,16767,2,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,645000,11000,3,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,574000,32485,5,Bangalore
Renault,Triber,RXZ,Manual,Petrol,700000,22514,3,Bangalore
Renault,Triber,RXZ,Manual,Petrol,628000,36286,4,Bangalore
Renault,Triber,RXZ,Manual,Petrol,626000,40390,4,Bangalore
Renault,Triber,RXZ,Manual,Petrol,559000,57464,5,Bangalore
Renault,Triber,RXZ,Manual,Petrol,621000,47000,4,Bangalore
Renault,Triber,RXZ,Manual,Petrol,700000,22488,3,Bangalore
Renault,Triber,RXZ,Manual,Petrol,637000,23376,4,Bangalore
Renault,Triber,RXZ,Manual,Petrol,711000,9000,2,Chennai
Renault,Triber,RXZ,Manual,Petrol,704000,14000,2,Chennai
Renault,Triber,RXZ,Manual,Petrol,628000,40438,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,626000,44120,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,630000,34398,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,638000,18772,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,627000,36518,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,632000,32926,3,Chennai
Renault,Triber,RXZ,Manual,Petrol,717000,7000,2,Chennai
Renault,Triber,RXZ,Manual,Petrol,560000,56000,4,Chennai
Renault,Triber,RXZ,Manual,Petrol,590000,16000,4,Chennai
Renault,Triber,RXZ,Manual,Petrol,531000,14000,5,Chennai
Renault,Triber,RXZ,Manual,Petrol,715000,8811,2,Chennai
Renault,Triber,RXZ,Manual,Petrol,513000,49650,5,Chennai
Renault,Triber,RXZ,Manual,Petrol,581000,30000,4,Chennai
Renault,Triber,RXZ,Manual,Petrol,710000,9500,3,Delhi
Renault,Triber,RXZ,Manual,Petrol,583000,17000,5,Delhi
Renault,Triber,RXZ,Manual,Petrol,588000,15204,4,Ghaziabad
Renault,Triber,RXZ,Manual,Petrol,707000,21697,2,Ghaziabad
Renault,Triber,RXZ,Manual,Petrol,503000,70755,5,Noida
Renault,Triber,RXZ,Manual,Petrol,696000,36000,2,Faridabad
Renault,Triber,RXZ,Manual,Petrol,699000,24190,3,Delhi
Renault,Triber,RXZ,Manual,Petrol,679000,52000,3,Delhi
Renault,Triber,RXZ,Manual,Petrol,512000,56303,5,Hyderabad
Renault,Triber,RXZ,Manual,Petrol,634000,26000,3,Hyderabad
Renault,Triber,RXZ,Manual,Petrol,690000,37502,2,Hyderabad
Renault,Triber,RXZ,Manual,Petrol,586000,19400,4,Hyderabad
Renault,Triber,RXZ,Manual,Petrol,643000,21100,3,Hyderabad
Renault,Triber,RXZ,Manual,Petrol,643000,18000,3,Kolkata
Renault,Triber,RXZ,Manual,Petrol,620000,51701,3,Kolkata
Renault,Triber,RXZ,Manual,Petrol,557000,60000,4,Kolkata
Renault,Triber,RXZ,Manual,Petrol,773000,21000,1,Kolkata
Renault,Triber,RXZ,Manual,Petrol,647000,8150,3,Kolkata
Renault,Triber,RXZ,Manual,Petrol,522000,35000,5,Kolkata
Renault,Triber,RXZ,Manual,Petrol,554000,65000,4,Kolkata
Renault,Triber,RXZ,Manual,Petrol,705000,13906,2,Thane
Renault,Triber,RXZ,Manual,Petrol,576000,38501,4,Thane
Renault,Triber,RXZ,Manual,Petrol,698000,25000,3,Mumbai
Renault,Triber,RXZ,Manual,Petrol,695000,30000,3,Mumbai
Renault,Triber,RXZ,Manual,Petrol,524000,28851,5,Pune
Renault,Triber,RXZ,Manual,Petrol,518000,53798,5,Pune
Renault,Triber,RXZ,Manual,Petrol,647000,15856,3,Pune
Renault,Triber,RXZ,Manual,Petrol,777000,10665,1,Pune
Renault,Triber,RXZ,Manual,Petrol,528000,27000,5,Pune
Renault,Triber,RXZ,Manual,Petrol,513000,53484,5,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,643000,13341,4,Delhi
Renault,Triber,RXZ,Manual,Petrol,713000,2911,2,Kolkata
Renault,Triber,RXZ,Manual,Petrol,632000,29603,3,Kolkata
Renault,Triber,RXZ,Manual,Petrol,620000,50000,3,Kolkata
Renault,Triber,RXZ,Manual,Petrol,529000,19000,5,Kolkata
