,Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
1386,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,148000.0,43205,8,Pune
1387,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,144000.0,26074,9,Ahmedabad
1388,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,177000.0,15444,7,Ahmedabad
1389,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,155000.0,68741,8,Ahmedabad
1390,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,170000.0,76676,7,Ahmedabad
1391,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,174000.0,110866,7,Ahmedabad
1392,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,168000.0,87934,7,Ahmedabad
1393,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,160000.0,18107,9,Delhi
1394,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,228000.0,53000,4,Panchkula
1395,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,186000.0,52000,6,Ludhiana
1396,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,173000.0,65000,7,Kharar
1397,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,255000.0,17607,3,Chandigarh
1398,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,192000.0,41294,6,Mohali
1399,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,189000.0,20000,6,Mohali
1400,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,207000.0,52035,5,Hyderabad
1401,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,192000.0,83465,6,Kolkata
1402,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,187000.0,51166,6,Kolkata
1403,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,229000.0,12000,4,Kolkata
1404,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,143000.0,18000,9,Kolkata
1405,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,148000.0,90000,9,Kolkata
1406,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,143000.0,36000,9,Kolkata
1407,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,155000.0,53087,8,Kharagpur
1408,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,236000.0,45501,5,Mumbai
1409,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,160000.0,7166,9,Mumbai
1410,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,146000.0,40783,10,Mumbai
1411,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,160000.0,30000,9,Mumbai
1412,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,146000.0,40797,10,Mumbai
1413,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,175000.0,45935,8,Mumbai
1414,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,203000.0,55617,5,Pune
1415,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,130000.0,56512,10,Pune
1416,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,131000.0,86629,10,Pune
1417,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,134000.0,60963,10,Pune
1418,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,176000.0,69275,7,Pune
1419,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,173000.0,33201,7,Pune
1420,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,148000.0,70000,9,Pune
1421,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,169000.0,34235,7,Pune
1422,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,146000.0,20000,9,Pune
1423,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,174000.0,17807,7,Pune
1424,Maruti Suzuki,Alto 800,Lx[2012-2016],Manual,Petrol,128000.0,54343,10,Pune
1425,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,373000.0,46300,4,Delhi
1426,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,228000.0,65365,9,Delhi
1427,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,369000.0,56000,4,Delhi
1428,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,211000.0,75000,9,Gurgaon
1429,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,225000.0,77779,9,Delhi
1430,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,227000.0,71287,9,Delhi
1431,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,375000.0,41000,4,Delhi
1432,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,223000.0,87184,9,Delhi
1433,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,382000.0,23000,4,Delhi
1434,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,263000.0,20000,8,Delhi
1435,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,207000.0,70000,10,Delhi
1436,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,291000.0,14500,7,Delhi
1437,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,277000.0,61000,7,Delhi
1438,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,216000.0,44640,9,Hyderabad
1439,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,216000.0,43000,9,Kolkata
1440,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,234000.0,59000,8,Kolkata
1441,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,212000.0,45000,10,Mumbai
1442,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,197000.0,48001,10,Pune
1443,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,441000.0,40000,5,Bangalore
1444,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,289000.0,62245,8,Delhi
1445,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,255000.0,59000,8,Kolkata
1446,Maruti Suzuki,Swift,Lxi (O) [2014-2017][2014-2018],Manual,Petrol,402000.0,71180,4,Mumbai
1447,Maruti Suzuki,Swift,Lxi ABS [2014-2017][2014-2018],Manual,Petrol,301000.0,24000,7,Delhi
1448,Maruti Suzuki,Swift,Lxi ABS [2014-2017][2014-2018],Manual,Petrol,297000.0,38009,7,Delhi
1449,Maruti Suzuki,Swift,Lxi ABS [2014-2017][2014-2018],Manual,Petrol,291000.0,58000,7,Delhi
1450,Maruti Suzuki,Swift,Lxi ABS [2014-2017][2014-2018],Manual,Petrol,294000.0,48000,7,Delhi
1451,Maruti Suzuki,Swift,Lxi ABS [2014-2017][2014-2018],Manual,Petrol,291000.0,55602,7,Delhi
