,Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
2278,Maruti Suzuki,Swift,VXi,Manual,Petrol,534000.0,76623,3,Ahmedabad
2279,Maruti Suzuki,Swift,VXi,Manual,Petrol,281000.0,62208,10,Ahmedabad
2280,Maruti Suzuki,Swift,VXi,Manual,Petrol,555000.0,39841,3,Ahmedabad
2281,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,365000.0,26931,4,Ahmedabad
2282,Maruti Suzuki,Swift,VXi,Manual,Petrol,380000.0,41187,8,Bangalore
2283,Maruti Suzuki,Swift,VXi,Manual,Petrol,397000.0,87820,7,Delhi
2284,Maruti Suzuki,Swift,VXi,Manual,Petrol,515000.0,19744,5,Delhi
2285,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,365000.0,28354,4,Chandigarh
2286,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,400000.0,43248,3,Chandigarh
2287,Maruti Suzuki,Swift,VXi,Manual,Petrol,692000.0,8058,1,Chandigarh
2288,Maruti Suzuki,Swift,VXi,Manual,Petrol,422000.0,42684,6,Chandigarh
2289,Maruti Suzuki,Swift,VXi,Manual,Petrol,282000.0,78000,10,Chandigarh
2290,Maruti Suzuki,Swift,VXi,Manual,Petrol,279000.0,87000,10,Chandigarh
2291,Maruti Suzuki,Swift,VXi,Manual,Petrol,556000.0,45000,3,Chandigarh
2292,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,307000.0,45500,4,Chandigarh
2293,Maruti Suzuki,Swift,VXi,Manual,Petrol,356000.0,25208,8,Chennai
2294,Maruti Suzuki,Swift,VXi,Manual,Petrol,338000.0,70649,8,Hyderabad
2295,Maruti Suzuki,Swift,VXi,Manual,Petrol,423000.0,29219,6,Hyderabad
2296,Maruti Suzuki,Swift,VXi,Manual,Petrol,345000.0,65555,8,Hyderabad
2297,Maruti Suzuki,Swift,VXi,Manual,Petrol,414000.0,57341,6,Hyderabad
2298,Maruti Suzuki,Swift,VXi,Manual,Petrol,569000.0,13228,3,Hyderabad
2299,Maruti Suzuki,Swift,VXi,Manual,Petrol,495000.0,65462,4,Hyderabad
2300,Maruti Suzuki,Swift,VXi,Manual,Petrol,626000.0,15000,2,Kolkata
2301,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,451000.0,20000,2,Kolkata
2302,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,343000.0,17064,5,Kolkata
2303,Maruti Suzuki,Alto K10,VXi,Manual,Petrol,446000.0,2821,2,Kolkata
2304,Maruti Suzuki,Swift,VXi,Manual,Petrol,684000.0,20462,1,Kolkata
2305,Maruti Suzuki,Swift,VXi,Manual,Petrol,470000.0,23964,5,Kolkata
2306,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,310000.0,38205,4,Kolkata
2307,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,367000.0,40000,4,Kolkata
2308,Maruti Suzuki,Swift,VXi,Manual,Petrol,475000.0,17687,5,Kolkata
2309,Maruti Suzuki,Swift,VXi,Manual,Petrol,421000.0,39000,6,Kolkata
2310,Maruti Suzuki,Swift,VXi,Manual,Petrol,467000.0,32000,5,Kolkata
2311,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,286000.0,23000,5,Kolkata
2312,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,285000.0,40000,5,Kolkata
2313,Maruti Suzuki,Swift,VXi,Manual,Petrol,574000.0,12000,3,Kolkata
2314,Maruti Suzuki,Swift,VXi,Manual,Petrol,471000.0,23000,5,Kolkata
2315,Maruti Suzuki,Swift,VXi,Manual,Petrol,462000.0,35000,5,Kolkata
2316,Maruti Suzuki,Swift,VXi,Manual,Petrol,353000.0,28125,8,Kolkata
2317,Maruti Suzuki,Brezza,VXi,Manual,Petrol,718000.0,64571,3,Kolkata
2318,Maruti Suzuki,Swift,VXi,Manual,Petrol,510000.0,30000,4,Kolkata
2319,Maruti Suzuki,Swift,VXi,Manual,Petrol,427000.0,23000,6,Kolkata
2320,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,338000.0,19500,5,Kolkata
2321,Maruti Suzuki,Swift,VXi,Manual,Petrol,575000.0,9900,3,Kolkata
2322,Maruti Suzuki,Swift,VXi,Manual,Petrol,368000.0,75000,7,Kolkata
2323,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,344000.0,7900,5,Kolkata
2324,Maruti Suzuki,Swift,VXi,Manual,Petrol,695000.0,2900,1,Kolkata
2325,Maruti Suzuki,Swift,VXi,Manual,Petrol,292000.0,29000,10,Kolkata
2326,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,324000.0,6000,4,Kolkata
2327,Maruti Suzuki,Swift,VXi,Manual,Petrol,314000.0,58009,9,Kolkata
2328,Maruti Suzuki,Alto K10,VXi,Manual,Petrol,463000.0,50000,1,Kolkata
2329,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,409000.0,28000,3,Kolkata
2330,Maruti Suzuki,Alto 800,VXi,Manual,Petrol,258000.0,29349,6,Kolkata
2331,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,407000.0,22000,3,Kharagpur
2332,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,453000.0,871,3,Mumbai
2333,Maruti Suzuki,Swift,VXi,Manual,Petrol,563000.0,25581,4,Mumbai
2334,Maruti Suzuki,Swift,VXi,Manual,Petrol,318000.0,29876,10,Mumbai
2335,Maruti Suzuki,Swift,VXi,Manual,Petrol,310000.0,53120,10,Mumbai
2336,Maruti Suzuki,Swift,VXi,Manual,Petrol,567000.0,18250,4,Mumbai
2337,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,371000.0,11141,5,Mumbai
2338,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,402000.0,26321,4,Mumbai
2339,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,385000.0,66992,4,Mumbai
2340,Maruti Suzuki,Swift,VXi,Manual,Petrol,305000.0,69389,10,Mumbai
2341,Maruti Suzuki,Swift,VXi,Manual,Petrol,508000.0,32500,5,Mumbai
2342,Maruti Suzuki,Swift,VXi,Manual,Petrol,459000.0,39600,6,Mumbai
2343,Maruti Suzuki,Swift,VXi,Manual,Petrol,299000.0,87251,10,Mumbai
2344,Maruti Suzuki,Swift,VXi,Manual,Petrol,371000.0,63000,8,Mumbai
2345,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,440000.0,30100,3,Mumbai
2346,Maruti Suzuki,Swift,VXi,Manual,Petrol,410000.0,57535,7,Mumbai
2347,Maruti Suzuki,Swift,VXi,Manual,Petrol,382000.0,35970,8,Mumbai
2348,Maruti Suzuki,Swift,VXi,Manual,Petrol,281000.0,80409,10,Pune
2349,Maruti Suzuki,Swift,VXi,Manual,Petrol,381000.0,42316,7,Pune
2350,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,363000.0,41534,4,Pune
2351,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,338000.0,27670,5,Pune
2352,Maruti Suzuki,Swift,VXi,Manual,Petrol,356000.0,116084,7,Pune
2353,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,453000.0,13814,2,Pune
2354,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,497000.0,1207,1,Pune
2355,Maruti Suzuki,Swift,VXi,Manual,Petrol,283000.0,55450,10,Pune
2356,Maruti Suzuki,Swift,VXi,Manual,Petrol,549000.0,47652,3,Pune
2357,Maruti Suzuki,Swift,VXi,Manual,Petrol,330000.0,84096,8,Pune
2358,Maruti Suzuki,Swift,VXi,Manual,Petrol,606000.0,51000,2,Pune
2359,Maruti Suzuki,Swift,VXi,Manual,Petrol,346000.0,59000,8,Pune
2360,Maruti Suzuki,Swift,VXi,Manual,Petrol,627000.0,19000,2,Pune
2361,Maruti Suzuki,Swift,VXi,Manual,Petrol,556000.0,38000,3,Pune
2362,Maruti Suzuki,Swift,VXi,Manual,Petrol,429000.0,26000,6,Pune
2363,Maruti Suzuki,Alto K10,VXi,Manual,Petrol,370000.0,50000,6,Delhi
2364,Maruti Suzuki,Alto K10,VXi,Manual,Petrol,312000.0,40000,8,Chennai
2365,Maruti Suzuki,Alto K10,VXi,Manual,Petrol,441000.0,7000,2,Pune
2366,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,335000.0,35000,5,Pune
2367,Maruti Suzuki,Swift,VXi,Manual,Petrol,314000.0,54000,9,Pune
2368,Maruti Suzuki,S-Presso,VXi,Manual,Petrol,499000.0,5000,1,Pune
2369,Maruti Suzuki,Celerio,VXi,Manual,Petrol,505000.0,24000,3,Ahmedabad
2370,Maruti Suzuki,Celerio,VXi,Manual,Petrol,539000.0,48020,2,Ahmedabad
2371,Maruti Suzuki,Celerio,VXi,Manual,Petrol,299000.0,63000,9,Ahmedabad
2372,Maruti Suzuki,Celerio,VXi,Manual,Petrol,299000.0,63000,9,Chennai
2373,Maruti Suzuki,Celerio,VXi,Manual,Petrol,270000.0,86000,10,Ahmedabad
2374,Maruti Suzuki,Celerio,VXi,Manual,Petrol,301000.0,52000,9,Ahmedabad
2375,Maruti Suzuki,Celerio,VXi,Manual,Petrol,273000.0,73600,10,Ahmedabad
2376,Maruti Suzuki,Celerio,VXi,Manual,Petrol,296000.0,60132,10,Bangalore
2377,Maruti Suzuki,Celerio,VXi,Manual,Petrol,384000.0,40519,7,Bangalore
2378,Maruti Suzuki,Celerio,VXi,Manual,Petrol,385000.0,38000,7,Bangalore
2379,Maruti Suzuki,Celerio,VXi,Manual,Petrol,310000.0,96309,9,Bangalore
2380,Maruti Suzuki,Celerio,VXi,Manual,Petrol,294000.0,69591,10,Bangalore
2381,Maruti Suzuki,Celerio,VXi,Manual,Petrol,384000.0,38937,7,Bangalore
2382,Maruti Suzuki,Celerio,VXi,Manual,Petrol,351000.0,49017,8,Bangalore
2383,Maruti Suzuki,Celerio,VXi,Manual,Petrol,381000.0,50000,7,Bangalore
2384,Maruti Suzuki,Celerio,VXi,Manual,Petrol,379000.0,54000,7,Bangalore
2385,Maruti Suzuki,Celerio,VXi,Manual,Petrol,380000.0,52000,7,Bangalore
2386,Maruti Suzuki,Celerio,VXi,Manual,Petrol,328000.0,36338,9,Bangalore
2387,Maruti Suzuki,Celerio,VXi,Manual,Petrol,290000.0,83815,10,Bangalore
2388,Maruti Suzuki,Celerio,VXi,Manual,Petrol,300000.0,47102,10,Bangalore
2389,Maruti Suzuki,Celerio,VXi,Manual,Petrol,301000.0,44064,10,Bangalore
2390,Maruti Suzuki,Celerio,VXi,Manual,Petrol,326000.0,42335,9,Bangalore
2391,Maruti Suzuki,Celerio,VXi,Manual,Petrol,350000.0,52000,8,Bangalore
2392,Maruti Suzuki,Celerio,VXi,Manual,Petrol,502000.0,22000,4,Bangalore
2393,Maruti Suzuki,Celerio,VXi,Manual,Petrol,352000.0,47018,8,Bangalore
2394,Maruti Suzuki,Celerio,VXi,Manual,Petrol,295000.0,63980,10,Bangalore
2395,Maruti Suzuki,Celerio,VXi,Manual,Petrol,503000.0,20000,4,Bangalore
2396,Maruti Suzuki,Celerio,VXi,Manual,Petrol,293000.0,75000,10,Bangalore
2397,Maruti Suzuki,Celerio,VXi,Manual,Petrol,300000.0,45000,10,Bangalore
2398,Maruti Suzuki,Celerio,VXi,Manual,Petrol,338000.0,91500,8,Bangalore
2399,Maruti Suzuki,Celerio,VXi,Manual,Petrol,454000.0,39000,5,Bangalore
2400,Maruti Suzuki,Celerio,VXi,Manual,Petrol,356000.0,33864,8,Bangalore
2401,Maruti Suzuki,Celerio,VXi,Manual,Petrol,350000.0,51350,8,Bangalore
2402,Maruti Suzuki,Celerio,VXi,Manual,Petrol,293000.0,73000,10,Bangalore
2403,Maruti Suzuki,Celerio,VXi,Manual,Petrol,323000.0,64000,8,Chandigarh
2404,Maruti Suzuki,Celerio,VXi,Manual,Petrol,346000.0,64000,8,Delhi
2405,Maruti Suzuki,Celerio,VXi,Manual,Petrol,447000.0,61000,4,Chandigarh
2406,Maruti Suzuki,Celerio,VXi,Manual,Petrol,276000.0,61000,10,Panchkula
2407,Maruti Suzuki,Celerio,VXi,Manual,Petrol,296000.0,61000,10,Mumbai
2408,Maruti Suzuki,Celerio,VXi,Manual,Petrol,282000.0,55000,10,Mohali
2409,Maruti Suzuki,Celerio,VXi,Manual,Petrol,302000.0,46000,9,Chennai
2410,Maruti Suzuki,Celerio,VXi,Manual,Petrol,418000.0,45861,5,Chennai
2411,Maruti Suzuki,Celerio,VXi,Manual,Petrol,301000.0,49343,9,Chennai
2412,Maruti Suzuki,Celerio,VXi,Manual,Petrol,386000.0,45000,6,Chennai
2413,Maruti Suzuki,Celerio,VXi,Manual,Petrol,309000.0,40718,9,Coimbatore
2414,Maruti Suzuki,Celerio,VXi,Manual,Petrol,275000.0,60242,10,Chennai
2415,Maruti Suzuki,Celerio,VXi,Manual,Petrol,362000.0,20000,7,Chennai
2416,Maruti Suzuki,Celerio,VXi,Manual,Petrol,391000.0,20000,7,Delhi
2417,Maruti Suzuki,Celerio,VXi,Manual,Petrol,305000.0,37400,9,Chennai
2418,Maruti Suzuki,Celerio,VXi,Manual,Petrol,352000.0,67392,7,Chennai
2419,Maruti Suzuki,Celerio,VXi,Manual,Petrol,332000.0,31000,8,Chennai
2420,Maruti Suzuki,Celerio,VXi,Manual,Petrol,365000.0,118167,6,Chennai
2421,Maruti Suzuki,Celerio,VXi,Manual,Petrol,447000.0,55000,5,Delhi
2422,Maruti Suzuki,Celerio,VXi,Manual,Petrol,292000.0,77967,10,Delhi
2423,Maruti Suzuki,Celerio,VXi,Manual,Petrol,348000.0,58000,8,Delhi
2424,Maruti Suzuki,Celerio,VXi,Manual,Petrol,294000.0,69289,10,Delhi
2425,Maruti Suzuki,Celerio,VXi,Manual,Petrol,412000.0,52000,6,Delhi
2426,Maruti Suzuki,Celerio,VXi,Manual,Petrol,397000.0,91252,6,Delhi
2427,Maruti Suzuki,Celerio,VXi,Manual,Petrol,330000.0,30000,9,Delhi
2428,Maruti Suzuki,Celerio,VXi,Manual,Petrol,345000.0,67721,8,Delhi
2429,Maruti Suzuki,Celerio,VXi,Manual,Petrol,374000.0,70000,7,Delhi
2430,Maruti Suzuki,Celerio,VXi,Manual,Petrol,346000.0,70000,7,Hyderabad
2431,Maruti Suzuki,Celerio,VXi,Manual,Petrol,327000.0,37000,9,Delhi
2432,Maruti Suzuki,Celerio,VXi,Manual,Petrol,492000.0,42000,4,Delhi
2433,Maruti Suzuki,Celerio,VXi,Manual,Petrol,322000.0,55000,9,Delhi
2434,Maruti Suzuki,Celerio,VXi,Manual,Petrol,344000.0,70000,8,Delhi
2435,Maruti Suzuki,Celerio,VXi,Manual,Petrol,428000.0,11942,6,Delhi
2436,Maruti Suzuki,Celerio,VXi,Manual,Petrol,509000.0,6000,4,Delhi
2437,Maruti Suzuki,Celerio,VXi,Manual,Petrol,539000.0,38580,2,Gurgaon
2438,Maruti Suzuki,Celerio,VXi,Manual,Petrol,446000.0,65571,4,Ghaziabad
2439,Maruti Suzuki,Celerio,VXi,Manual,Petrol,451000.0,60924,4,Faridabad
2440,Maruti Suzuki,Celerio,VXi,Manual,Petrol,280000.0,71004,10,Noida
2441,Maruti Suzuki,Celerio,VXi,Manual,Petrol,300000.0,58463,9,Faridabad
2442,Maruti Suzuki,Celerio,VXi,Manual,Petrol,407000.0,72000,5,Ghaziabad
2443,Maruti Suzuki,Celerio,VXi,Manual,Petrol,409000.0,72000,5,Pune
2444,Maruti Suzuki,Celerio,VXi,Manual,Petrol,375000.0,67082,7,Delhi
2445,Maruti Suzuki,Celerio,VXi,Manual,Petrol,297000.0,58950,10,Delhi
2446,Maruti Suzuki,Celerio,VXi,Manual,Petrol,281000.0,63103,10,Hyderabad
2447,Maruti Suzuki,Celerio,VXi,Manual,Petrol,345000.0,73185,7,Hyderabad
2448,Maruti Suzuki,Celerio,VXi,Manual,Petrol,327000.0,56105,8,Hyderabad
2449,Maruti Suzuki,Celerio,VXi,Manual,Petrol,282000.0,41000,10,Hyderabad
2450,Maruti Suzuki,Celerio,VXi,Manual,Petrol,273000.0,82000,10,Hyderabad
2451,Maruti Suzuki,Celerio,VXi,Manual,Petrol,296000.0,64000,9,Hyderabad
2452,Maruti Suzuki,Celerio,VXi,Manual,Petrol,320000.0,64000,9,Mumbai
2453,Maruti Suzuki,Celerio,VXi,Manual,Petrol,327000.0,44000,8,Hyderabad
2454,Maruti Suzuki,Celerio,VXi,Manual,Petrol,319000.0,73000,8,Hyderabad
2455,Maruti Suzuki,Celerio,VXi,Manual,Petrol,325000.0,73000,8,Pune
2456,Maruti Suzuki,Celerio,VXi,Manual,Petrol,449000.0,66911,4,Hyderabad
2457,Maruti Suzuki,Celerio,VXi,Manual,Petrol,355000.0,45000,7,Hyderabad
2458,Maruti Suzuki,Celerio,VXi,Manual,Petrol,356000.0,45000,7,Kolkata
2459,Maruti Suzuki,Celerio,VXi,Manual,Petrol,301000.0,69000,9,Hyderabad
2460,Maruti Suzuki,Celerio,VXi,Manual,Petrol,323000.0,64330,8,Hyderabad
2461,Maruti Suzuki,Celerio,VXi,Manual,Petrol,278000.0,80924,10,Hyderabad
2462,Maruti Suzuki,Celerio,VXi,Manual,Petrol,311000.0,29339,9,Hyderabad
2463,Maruti Suzuki,Celerio,VXi,Manual,Petrol,268000.0,108000,10,Hyderabad
2464,Maruti Suzuki,Celerio,VXi,Manual,Petrol,604000.0,9035,1,Hyderabad
2465,Maruti Suzuki,Celerio,VXi,Manual,Petrol,308000.0,50000,9,Hyderabad
2466,Maruti Suzuki,Celerio,VXi,Manual,Petrol,550000.0,13000,2,Kolkata
2467,Maruti Suzuki,Celerio,VXi,Manual,Petrol,363000.0,32180,7,Kolkata
2468,Maruti Suzuki,Celerio,VXi,Manual,Petrol,385000.0,47000,6,Kolkata
2469,Maruti Suzuki,Celerio,VXi,Manual,Petrol,335000.0,36000,8,Kolkata
2470,Maruti Suzuki,Celerio,VXi,Manual,Petrol,414000.0,46756,5,Kolkata
2471,Maruti Suzuki,Celerio,VXi,Manual,Petrol,351000.0,48057,8,Mumbai
2472,Maruti Suzuki,Celerio,VXi,Manual,Petrol,390000.0,22000,7,Mumbai
2473,Maruti Suzuki,Celerio,VXi,Manual,Petrol,424000.0,22118,6,Mumbai
2474,Maruti Suzuki,Celerio,VXi,Manual,Petrol,416000.0,41831,6,Mumbai
2475,Maruti Suzuki,Celerio,VXi,Manual,Petrol,299000.0,51700,10,Mumbai
2476,Maruti Suzuki,Celerio,VXi,Manual,Petrol,421000.0,29799,6,Mumbai
2477,Maruti Suzuki,Celerio,VXi,Manual,Petrol,343000.0,74000,8,Mumbai
2478,Maruti Suzuki,Celerio,VXi,Manual,Petrol,360000.0,20000,8,Mumbai
2479,Maruti Suzuki,Celerio,VXi,Manual,Petrol,335000.0,20000,8,Pune
2480,Maruti Suzuki,Celerio,VXi,Manual,Petrol,292000.0,76296,10,Mumbai
2481,Maruti Suzuki,Celerio,VXi,Manual,Petrol,295000.0,65485,10,Mumbai
2482,Maruti Suzuki,Celerio,VXi,Manual,Petrol,296000.0,60435,10,Mumbai
2483,Maruti Suzuki,Celerio,VXi,Manual,Petrol,409000.0,62159,6,Mumbai
2484,Maruti Suzuki,Celerio,VXi,Manual,Petrol,321000.0,58000,9,Mumbai
2485,Maruti Suzuki,Celerio,VXi,Manual,Petrol,294000.0,68000,10,Mumbai
2486,Maruti Suzuki,Celerio,VXi,Manual,Petrol,395000.0,29813,6,Thane
2487,Maruti Suzuki,Celerio,VXi,Manual,Petrol,450000.0,66100,4,Thane
2488,Maruti Suzuki,Celerio,VXi,Manual,Petrol,347000.0,73776,7,Navi
2489,Maruti Suzuki,Celerio,VXi,Manual,Petrol,303000.0,44600,9,Thane
2490,Maruti Suzuki,Celerio,VXi,Manual,Petrol,552000.0,17163,2,Thane
2491,Maruti Suzuki,Celerio,VXi,Manual,Petrol,295000.0,66046,10,Mumbai
2492,Maruti Suzuki,Celerio,VXi,Manual,Petrol,323000.0,52929,9,Mumbai
2493,Maruti Suzuki,Celerio,VXi,Manual,Petrol,314000.0,85000,9,Mumbai
2494,Maruti Suzuki,Celerio,VXi,Manual,Petrol,286000.0,100000,10,Mumbai
2495,Maruti Suzuki,Celerio,VXi,Manual,Petrol,363000.0,11000,8,Mumbai
2496,Maruti Suzuki,Celerio,VXi,Manual,Petrol,357000.0,30000,8,Mumbai
2497,Maruti Suzuki,Celerio,VXi,Manual,Petrol,302000.0,39000,10,Mumbai
2498,Maruti Suzuki,Celerio,VXi,Manual,Petrol,274000.0,64200,10,Navi
2499,Maruti Suzuki,Celerio,VXi,Manual,Petrol,343000.0,77123,7,Thane
2500,Maruti Suzuki,Celerio,VXi,Manual,Petrol,422000.0,30000,5,Pune
2501,Maruti Suzuki,Celerio,VXi,Manual,Petrol,384000.0,42000,6,Pune
2502,Maruti Suzuki,Celerio,VXi,Manual,Petrol,378000.0,73000,6,Pune
2503,Maruti Suzuki,Celerio,VXi,Manual,Petrol,435000.0,87000,4,Pune
2504,Maruti Suzuki,Celerio,VXi,Manual,Petrol,287000.0,28000,10,Pune
2505,Maruti Suzuki,Celerio,VXi,Manual,Petrol,276000.0,84126,10,Pune
2506,Maruti Suzuki,Celerio,VXi,Manual,Petrol,308000.0,45000,9,Pune
2507,Maruti Suzuki,Celerio,VXi,Manual,Petrol,551000.0,22850,2,Pune
2508,Maruti Suzuki,Celerio,VXi,Manual,Petrol,453000.0,48000,4,Pune
2509,Maruti Suzuki,Celerio,VXi,Manual,Petrol,276000.0,70451,10,Pune
2510,Maruti Suzuki,Celerio,VXi,Manual,Petrol,297000.0,72000,9,Pune
2511,Maruti Suzuki,Celerio,VXi,Manual,Petrol,438000.0,93555,4,Pune
2512,Maruti Suzuki,Celerio,VXi,Manual,Petrol,325000.0,70480,8,Pune
2513,Maruti Suzuki,Celerio,VXi,Manual,Petrol,353000.0,62120,7,Pune
2514,Maruti Suzuki,Celerio,VXi,Manual,Petrol,414000.0,60275,5,Pune
2515,Maruti Suzuki,Celerio,VXi,Manual,Petrol,304000.0,59500,9,Pune
2516,Maruti Suzuki,Celerio,VXi,Manual,Petrol,276000.0,82011,10,Pune
2517,Maruti Suzuki,Celerio,VXi,Manual,Petrol,365000.0,99211,6,Pune
2518,Maruti Suzuki,Celerio,VXi,Manual,Petrol,391000.0,38000,6,Pune
2519,Maruti Suzuki,Celerio,VXi,Manual,Petrol,366000.0,24000,7,Pune
2520,Maruti Suzuki,Celerio,VXi,Manual,Petrol,345000.0,87658,7,Pune
2521,Maruti Suzuki,Celerio,VXi,Manual,Petrol,553000.0,15811,2,Pune
2522,Maruti Suzuki,Celerio,VXi,Manual,Petrol,459000.0,40527,4,Pune
2523,Maruti Suzuki,Celerio,VXi,Manual,Petrol,419000.0,55692,5,Pune
2524,Maruti Suzuki,Celerio,VXi,Manual,Petrol,270000.0,82226,10,Pune
2525,Maruti Suzuki,Celerio,VXi,Manual,Petrol,440000.0,80000,4,Pune
2526,Maruti Suzuki,Celerio,VXi,Manual,Petrol,443000.0,65500,4,Pune
2527,Maruti Suzuki,Celerio,VXi,Manual,Petrol,427000.0,18000,5,Pune
2528,Maruti Suzuki,Celerio,VXi,Manual,Petrol,271000.0,106679,10,Ahmedabad
2529,Maruti Suzuki,Celerio,VXi,Manual,Petrol,384000.0,40527,7,Bangalore
2530,Maruti Suzuki,Celerio,VXi,Manual,Petrol,316000.0,78518,9,Delhi
2531,Maruti Suzuki,Celerio,VXi,Manual,Petrol,410000.0,58263,6,Delhi
2532,Maruti Suzuki,Celerio,VXi,Manual,Petrol,444000.0,63194,5,Delhi
2533,Maruti Suzuki,Celerio,VXi,Manual,Petrol,546000.0,36635,2,Chandigarh
2534,Maruti Suzuki,Celerio,VXi,Manual,Petrol,350000.0,63000,7,Chandigarh
2535,Maruti Suzuki,Celerio,VXi,Manual,Petrol,277000.0,65000,10,Panchkula
2536,Maruti Suzuki,Celerio,VXi,Manual,Petrol,358000.0,53010,7,Chennai
2537,Maruti Suzuki,Celerio,VXi,Manual,Petrol,408000.0,70604,5,Chennai
2538,Maruti Suzuki,Celerio,VXi,Manual,Petrol,326000.0,62447,8,Hyderabad
2539,Maruti Suzuki,Celerio,VXi,Manual,Petrol,272000.0,71320,10,Hyderabad
2540,Maruti Suzuki,Celerio,VXi,Manual,Petrol,332000.0,36837,8,Hyderabad
2541,Maruti Suzuki,Celerio,VXi,Manual,Petrol,379000.0,69515,6,Hyderabad
2542,Maruti Suzuki,Celerio,VXi,Manual,Petrol,544000.0,27002,2,Kolkata
2543,Maruti Suzuki,Celerio,VXi,Manual,Petrol,556000.0,4000,2,Kolkata
2544,Maruti Suzuki,Celerio,VXi,Manual,Petrol,362000.0,36000,7,Kolkata
2545,Maruti Suzuki,Celerio,VXi,Manual,Petrol,333000.0,40000,8,Kolkata
2546,Maruti Suzuki,Celerio,VXi,Manual,Petrol,383000.0,53000,6,Kolkata
2547,Maruti Suzuki,Celerio,VXi,Manual,Petrol,357000.0,40000,7,Kolkata
2548,Maruti Suzuki,Celerio,VXi,Manual,Petrol,425000.0,29080,5,Kolkata
2549,Maruti Suzuki,Celerio,VXi,Manual,Petrol,329000.0,32000,8,Kolkata
2550,Maruti Suzuki,Celerio,VXi,Manual,Petrol,496000.0,34858,4,Mumbai
2551,Maruti Suzuki,Celerio,VXi,Manual,Petrol,404000.0,74264,6,Mumbai
2552,Maruti Suzuki,Celerio,VXi,Manual,Petrol,370000.0,79682,7,Mumbai
2553,Maruti Suzuki,Celerio,VXi,Manual,Petrol,404000.0,74536,6,Mumbai
2554,Maruti Suzuki,Celerio,VXi,Manual,Petrol,304000.0,32718,10,Mumbai
2555,Maruti Suzuki,Celerio,VXi,Manual,Petrol,389000.0,25368,7,Mumbai
2556,Maruti Suzuki,Celerio,VXi,Manual,Petrol,290000.0,84566,10,Mumbai
2557,Maruti Suzuki,Celerio,VXi,Manual,Petrol,286000.0,98502,10,Mumbai
2558,Maruti Suzuki,Celerio,VXi,Manual,Petrol,314000.0,83704,9,Mumbai
2559,Maruti Suzuki,Celerio,VXi,Manual,Petrol,368000.0,85712,7,Mumbai
2560,Maruti Suzuki,Celerio,VXi,Manual,Petrol,372000.0,74159,7,Mumbai
2561,Maruti Suzuki,Celerio,VXi,Manual,Petrol,409000.0,62354,6,Mumbai
2562,Maruti Suzuki,Celerio,VXi,Manual,Petrol,324000.0,49525,9,Mumbai
2563,Maruti Suzuki,Celerio,VXi,Manual,Petrol,324000.0,49109,9,Mumbai
2564,Maruti Suzuki,Celerio,VXi,Manual,Petrol,327000.0,38958,9,Mumbai
2565,Maruti Suzuki,Celerio,VXi,Manual,Petrol,351000.0,49000,8,Mumbai
2566,Maruti Suzuki,Celerio,VXi,Manual,Petrol,534000.0,59661,2,Pune
2567,Maruti Suzuki,Celerio,VXi,Manual,Petrol,380000.0,57098,6,Pune
2568,Maruti Suzuki,Celerio,VXi,Manual,Petrol,458000.0,40609,4,Pune
2569,Maruti Suzuki,Celerio,VXi,Manual,Petrol,404000.0,78553,5,Pune
2570,Maruti Suzuki,Celerio,VXi,Manual,Petrol,341000.0,99451,7,Pune
2571,Maruti Suzuki,Celerio,VXi,Manual,Petrol,495000.0,45951,3,Pune
2572,Maruti Suzuki,Celerio,VXi,Manual,Petrol,374000.0,90082,6,Pune
2573,Maruti Suzuki,Celerio,VXi,Manual,Petrol,367000.0,108085,6,Pune
2574,Maruti Suzuki,Celerio,VXi,Manual,Petrol,461000.0,37683,4,Pune
2575,Maruti Suzuki,Celerio,VXi,Manual,Petrol,424000.0,36411,5,Pune
2576,Maruti Suzuki,Celerio,VXi,Manual,Petrol,369000.0,92263,6,Pune
